NCBI Accession,type,proportion,number of bp
NZ_CP015020.1,prokaryote,3.35E-07,6.70553031
NZ_CP015023.1,prokaryote,3.64E-07,7.272542064
NZ_CP015024.1,prokaryote,5.10E-07,10.20621157
NZ_CP015025.1,prokaryote,8.42E-07,16.83778383
NZ_CP015027.1,prokaryote,1.15E-05,230.4039937
NZ_CP015033.1,prokaryote,8.94E-07,17.8731966
NZ_CP015034.1,prokaryote,6.66E-07,13.31244988
NZ_CP015035.1,prokaryote,5.51E-07,11.01975018
NZ_CP015036.1,prokaryote,2.83E-06,56.60256467
NZ_CP015037.1,prokaryote,3.67E-07,7.346500119
NZ_CP015039.1,prokaryote,8.24E-06,164.877157
NZ_CP015062.1,prokaryote,6.32E-06,126.4189685
NZ_CP015064.1,prokaryote,6.82E-06,136.477264
NZ_CP015066.2,prokaryote,6.21E-06,124.1755742
NZ_CP015067.2,prokaryote,5.84E-06,116.755116
NZ_CP015068.2,prokaryote,6.05E-06,120.9214197
NZ_CP015069.1,prokaryote,4.91E-07,9.811768615
NZ_CP015074.2,prokaryote,4.34E-07,8.677745107
NZ_CP015076.1,prokaryote,3.77E-07,7.543721598
NZ_CP015079.1,prokaryote,2.72E-06,54.4331284
NZ_CP015080.1,prokaryote,9.64E-06,192.7100383
NZ_CP015081.1,prokaryote,4.35E-06,87.02397792
NZ_CP015082.1,prokaryote,4.88E-07,9.762463245
NZ_CP015085.1,prokaryote,4.23E-07,8.455870942
NZ_CP015088.1,prokaryote,2.47E-08,0.493053699
NZ_CP015093.1,prokaryote,6.20E-06,124.0523107
NZ_CP015098.1,prokaryote,7.11E-06,142.1227288
NZ_CP015099.1,prokaryote,8.13E-06,162.6830681
NZ_CP015100.1,prokaryote,2.24E-07,4.486788663
NZ_CP015101.1,prokaryote,4.51E-06,90.17952159
NZ_CP015102.1,prokaryote,5.74E-06,114.7829012
NZ_CP015103.1,prokaryote,5.54E-06,110.7645135
NZ_CP015104.1,prokaryote,6.08E-06,121.685653
NZ_CP015105.1,prokaryote,5.43E-06,108.5211192
NZ_CP015106.1,prokaryote,4.37E-06,87.31981014
NZ_CP015107.1,prokaryote,2.04E-05,408.2238103
NZ_CP015108.1,prokaryote,1.41E-05,281.8787999
NZ_CP015109.1,prokaryote,1.51E-05,302.9321928
NZ_CP015110.1,prokaryote,1.68E-05,335.547695
NZ_CP015113.1,prokaryote,9.15E-06,183.0708385
NZ_CP015114.1,prokaryote,1.08E-05,216.2780052
NZ_CP015115.1,prokaryote,1.29E-06,25.86066653
NZ_CP015117.1,prokaryote,4.89E-07,9.78711593
NZ_CP015118.1,prokaryote,3.78E-06,75.51117404
NZ_CP015120.1,prokaryote,7.56E-07,15.11209588
NZ_CP015121.1,prokaryote,3.38E-06,67.64696754
NZ_CP015124.1,prokaryote,7.45E-06,149.0254806
NZ_CP015125.1,prokaryote,2.58E-05,515.216463
NZ_CP015126.1,prokaryote,1.10E-06,21.99019499
NZ_CP015130.1,prokaryote,1.34E-06,26.7235105
NZ_CP015134.1,prokaryote,3.78E-07,7.568374283
NZ_CP015137.1,prokaryote,4.70E-06,94.00068776
NZ_CP015138.1,prokaryote,3.43E-07,6.853446419
NZ_CP015145.1,prokaryote,1.49E-05,298.9138052
NZ_CP015149.1,prokaryote,9.10E-06,182.0847311
NZ_CP015150.1,prokaryote,4.83E-06,96.53991431
NZ_CP015157.1,prokaryote,2.40E-07,4.807273568
NZ_CP015159.1,prokaryote,4.87E-07,9.73781056
NZ_CP015164.1,prokaryote,4.72E-06,94.46908877
NZ_CP015168.1,prokaryote,4.42E-06,88.33057022
NZ_CP015172.1,prokaryote,4.19E-05,838.3392048
NZ_CP015173.1,prokaryote,3.59E-07,7.173931324
NZ_CP015176.1,prokaryote,6.92E-06,138.3262153
NZ_CP015183.1,prokaryote,2.49E-07,4.979842362
NZ_CP015184.1,prokaryote,3.14E-07,6.286434665
NZ_CP015185.1,prokaryote,2.81E-07,5.620812171
NZ_CP015186.1,prokaryote,2.58E-07,5.152411157
NZ_CP015187.1,prokaryote,3.27E-07,6.532961515
NZ_CP015188.1,prokaryote,2.65E-07,5.300327267
NZ_CP015189.1,prokaryote,2.86E-07,5.719422911
NZ_CP015190.1,prokaryote,2.80E-07,5.596159486
NZ_CP015191.1,prokaryote,3.25E-07,6.50830883
NZ_CP015192.1,prokaryote,2.61E-07,5.226369212
NZ_CP015193.1,prokaryote,6.99E-06,139.7314184
NZ_CP015196.1,prokaryote,1.76E-05,351.9663832
NZ_CP015199.1,prokaryote,4.84E-05,968.3081599
NZ_CP015202.1,prokaryote,4.64E-06,92.71874814
NZ_CP015206.1,prokaryote,5.51E-06,110.2714598
NZ_CP015207.1,prokaryote,1.49E-05,297.5086021
NZ_CP015208.1,prokaryote,4.09E-06,81.87156676
NZ_CP015209.1,prokaryote,1.34E-06,26.77281587
NZ_CP015210.1,prokaryote,1.49E-06,29.75579075
NZ_CP015211.1,prokaryote,4.92E-07,9.8364213
NZ_CP015217.1,prokaryote,2.66E-05,532.4979952
NZ_CP015218.1,prokaryote,3.30E-06,66.0691957
NZ_CP015219.1,prokaryote,3.68E-06,73.51430656
NZ_CP015220.1,prokaryote,4.42E-06,88.45383364
NZ_CP015222.1,prokaryote,1.75E-06,35.05611802
NZ_CP015224.1,prokaryote,1.13E-05,226.4842167
NZ_CP015226.1,prokaryote,1.57E-05,313.015141
NZ_CP015227.1,prokaryote,5.73E-06,114.6596378
NZ_CP015228.1,prokaryote,8.51E-07,17.01035262
NZ_CP015229.1,prokaryote,2.87E-06,57.44075596
NZ_CP015230.1,prokaryote,7.03E-06,140.544957
NZ_CP015235.1,prokaryote,5.08E-06,101.569062
NZ_CP015238.2,prokaryote,1.37E-06,27.41378568
NZ_CP015240.1,prokaryote,5.99E-07,11.98120489
NZ_CP015241.1,prokaryote,9.97E-07,19.94402213
NZ_CP015243.1,prokaryote,5.44E-06,108.7429934
NZ_CP015244.1,prokaryote,5.65E-07,11.29092971
NZ_CP015247.1,prokaryote,5.40E-06,108.0034128
NZ_CP015249.1,prokaryote,4.51E-06,90.17952159
NZ_CP015250.1,prokaryote,7.52E-06,150.3320729
NZ_CP015267.1,prokaryote,1.16E-06,23.19817655
NZ_CP015272.1,prokaryote,1.01E-06,20.14124361
NZ_CP015278.1,prokaryote,8.87E-07,17.74993317
NZ_CP015282.1,prokaryote,6.62E-06,132.3356129
NZ_CP015283.1,prokaryote,6.26E-06,125.2602923
NZ_CP015285.1,prokaryote,4.99E-06,99.86802678
NZ_CP015287.1,prokaryote,1.42E-06,28.42454576
NZ_CP015288.1,prokaryote,4.55E-07,9.096840751
NZ_CP015294.1,prokaryote,3.40E-07,6.80414105
NZ_CP015296.1,prokaryote,3.46E-07,6.927404474
NZ_CP015298.1,prokaryote,3.76E-07,7.519068913
NZ_CP015300.1,prokaryote,3.44E-07,6.878099104
NZ_CP015302.1,prokaryote,4.13E-07,8.258649462
NZ_CP015304.1,prokaryote,8.46E-07,16.91174188
NZ_CP015306.1,prokaryote,3.40E-07,6.80414105
NZ_CP015308.1,prokaryote,1.08E-06,21.57109934
NZ_CP015309.1,prokaryote,2.31E-07,4.610052088
NZ_CP015317.1,prokaryote,2.33E-05,466.6506736
NZ_CP015318.1,prokaryote,1.21E-05,242.4838093
NZ_CP015338.1,prokaryote,2.50E-06,49.92168705
NZ_CP015342.1,prokaryote,1.56E-06,31.16099379
NZ_CP015343.1,prokaryote,1.49E-06,29.75579075
NZ_CP015344.1,prokaryote,1.66E-06,33.2811247
NZ_CP015345.1,prokaryote,5.10E-06,101.963505
NZ_CP015346.1,prokaryote,5.48E-06,109.6058373
NZ_CP015347.1,prokaryote,3.79E-06,75.7330482
NZ_CP015348.1,prokaryote,2.84E-05,567.332239
NZ_CP015349.1,prokaryote,1.32E-05,263.7837291
NZ_CP015350.1,prokaryote,9.52E-06,190.4912967
NZ_CP015362.1,prokaryote,3.51E-06,70.18619409
NZ_CP015363.1,prokaryote,1.55E-05,309.021406
NZ_CP015364.1,prokaryote,2.27E-06,45.48420376
NZ_CP015367.1,prokaryote,5.92E-06,118.4808039
NZ_CP015371.1,prokaryote,7.05E-06,141.0380107
NZ_CP015375.1,prokaryote,2.42E-06,48.34391521
NZ_CP015376.1,prokaryote,9.04E-06,180.8027915
NZ_CP015377.1,prokaryote,1.95E-06,38.95124224
NZ_CP015378.1,prokaryote,2.88E-05,576.9467862
NZ_CP015379.1,prokaryote,1.47E-05,294.5009746
NZ_CP015381.1,prokaryote,8.32E-06,166.3563181
NZ_CP015382.1,prokaryote,4.99E-07,9.98433741
NZ_CP015385.1,prokaryote,3.16E-07,6.31108735
NZ_CP015392.1,prokaryote,2.37E-07,4.733315513
NZ_CP015398.1,prokaryote,3.61E-06,72.1337562
NZ_CP015399.2,prokaryote,0.000110019,2200.375396
NZ_CP015400.2,prokaryote,3.63E-05,726.2927517
NZ_CP015401.2,prokaryote,0.009459187,189183.7429
NZ_CP015402.2,prokaryote,8.93E-05,1786.3089
NZ_CP015403.2,prokaryote,3.33E-05,665.228051
NZ_CP015404.2,prokaryote,4.58E-05,916.0937732
NZ_CP015405.2,prokaryote,0.000114184,2283.676819
NZ_CP015406.2,prokaryote,9.21E-05,1841.382998
NZ_CP015407.2,prokaryote,3.69E-06,73.81013878
NZ_CP015408.2,prokaryote,9.87E-06,197.4187012
NZ_CP015409.2,prokaryote,0.000163114,3262.289801
NZ_CP015410.2,prokaryote,8.32E-06,166.4795815
NZ_CP015411.1,prokaryote,1.09E-05,218.6939683
NZ_CP015412.1,prokaryote,2.99E-06,59.88137177
NZ_CP015413.1,prokaryote,1.08E-05,215.3905085
NZ_CP015414.1,prokaryote,2.93E-06,58.59943215
NZ_CP015415.1,prokaryote,1.06E-05,212.2103122
NZ_CP015416.1,prokaryote,2.97E-06,59.41297076
NZ_CP015418.1,prokaryote,3.15E-06,62.96295739
NZ_CP015421.1,prokaryote,3.15E-06,63.01226276
NZ_CP015423.1,prokaryote,1.88E-05,376.4958047
NZ_CP015424.1,prokaryote,1.61E-06,32.2950173
NZ_CP015425.1,prokaryote,2.65E-06,53.02792535
NZ_CP015426.1,prokaryote,1.69E-06,33.72487303
NZ_CP015427.1,prokaryote,1.66E-06,33.18251396
NZ_CP015428.1,prokaryote,1.55E-06,31.01307768
NZ_CP015429.1,prokaryote,2.66E-06,53.2744522
NZ_CP015430.1,prokaryote,2.81E-06,56.15881634
NZ_CP015431.1,prokaryote,1.69E-06,33.89744182
NZ_CP015432.1,prokaryote,1.70E-06,34.0946633
NZ_CP015433.1,prokaryote,1.76E-06,35.10542339
NZ_CP015434.1,prokaryote,1.79E-06,35.86965662
NZ_CP015435.1,prokaryote,1.36E-05,271.6479356
NZ_CP015436.1,prokaryote,1.33E-05,265.4847644
NZ_CP015438.1,prokaryote,1.68E-05,335.8928326
NZ_CP015442.1,prokaryote,4.25E-06,85.00245775
NZ_CP015443.1,prokaryote,2.19E-06,43.83247386
NZ_CP015444.1,prokaryote,5.79E-06,115.8429666
NZ_CP015447.1,prokaryote,1.73E-06,34.63702237
NZ_CP015455.1,prokaryote,9.48E-06,189.5791474
NZ_CP015483.1,prokaryote,7.41E-07,14.81626366
NZ_CP015495.1,prokaryote,1.21E-06,24.258242
NZ_CP015496.1,prokaryote,3.58E-06,71.51743908
NZ_CP015498.1,prokaryote,4.15E-06,83.07954832
NZ_CP015500.1,prokaryote,3.78E-07,7.568374283
NZ_CP015506.1,prokaryote,3.73E-05,746.1135104
NZ_CP015511.1,prokaryote,5.01E-06,100.1885117
NZ_CP015512.1,prokaryote,5.13E-06,102.6537802
NZ_CP015513.1,prokaryote,2.10E-06,41.90956444
NZ_CP015515.1,prokaryote,2.88E-06,57.63797744
NZ_CP015516.1,prokaryote,1.69E-05,338.3087957
NZ_CP015519.1,prokaryote,1.28E-05,256.2153548
NZ_CP015520.1,prokaryote,7.62E-06,152.4522038
NZ_CP015521.1,prokaryote,2.66E-06,53.2744522
NZ_CP015528.1,prokaryote,1.73E-06,34.53841163
NZ_CP015529.1,prokaryote,4.74E-06,94.83887905
NZ_CP015557.1,prokaryote,4.22E-06,84.38614063
NZ_CP015568.1,prokaryote,2.13E-06,42.67379767
NZ_CP015574.1,prokaryote,9.37E-07,18.73604057
NZ_CP015575.1,prokaryote,9.44E-06,188.8149141
NZ_CP015576.1,prokaryote,1.16E-05,231.0942688
NZ_CP015577.1,prokaryote,8.40E-06,167.9587426
NZ_CP015578.1,prokaryote,1.23E-05,246.2063647
NZ_CP015579.1,prokaryote,1.08E-05,216.0807837
NZ_CP015581.1,prokaryote,1.09E-05,217.7325136
NZ_CP015583.1,prokaryote,5.84E-06,116.7304633
NZ_CP015584.1,prokaryote,1.26E-06,25.21969672
NZ_CP015588.1,prokaryote,6.08E-06,121.5130842
NZ_CP015589.1,prokaryote,9.93E-06,198.6020301
NZ_CP015593.1,prokaryote,1.10E-06,22.03950036
NZ_CP015594.1,prokaryote,1.15E-05,229.516497
NZ_CP015596.1,prokaryote,6.00E-06,120.0585758
NZ_CP015600.1,prokaryote,1.01E-05,202.4725016
NZ_CP015603.1,prokaryote,7.22E-06,144.3661231
NZ_CP015604.1,prokaryote,5.14E-06,102.826349
NZ_CP015605.1,prokaryote,5.51E-06,110.2714598
NZ_CP015606.1,prokaryote,4.06E-06,81.27990232
NZ_CP015607.1,prokaryote,1.34E-05,268.3198231
NZ_CP015610.1,prokaryote,7.87E-06,157.3087827
NZ_CP015611.1,prokaryote,7.70E-06,154.079281
NZ_CP015612.1,prokaryote,3.89E-06,77.82852643
NZ_CP015613.1,prokaryote,1.07E-05,213.6894733
NZ_CP015614.1,prokaryote,6.46E-06,129.1061111
NZ_CP015615.1,prokaryote,1.38E-05,275.3211857
NZ_CP015622.1,prokaryote,8.26E-06,165.2716
NZ_CP015625.1,prokaryote,1.65E-05,330.0008409
NZ_CP015626.1,prokaryote,1.03E-05,206.663458
NZ_CP015637.1,prokaryote,7.02E-06,140.3230828
NZ_CP015638.1,prokaryote,6.62E-06,132.4095709
NZ_CP015639.1,prokaryote,5.41E-06,108.299245
NZ_CP015641.1,prokaryote,1.29E-05,257.3493783
NZ_CP015645.1,prokaryote,6.78E-07,13.55897673
NZ_CP015646.1,prokaryote,6.10E-07,12.20307906
NZ_CP015724.1,prokaryote,6.20E-07,12.40030054
NZ_CP015726.1,prokaryote,9.95E-06,198.996473
NZ_CP015727.1,prokaryote,7.65E-06,152.9452575
NZ_CP015731.1,prokaryote,1.12E-05,224.3147805
NZ_CP015732.1,prokaryote,7.38E-06,147.5463195
NZ_CP015736.1,prokaryote,7.01E-06,140.1012086
NZ_CP015749.1,prokaryote,1.35E-05,270.1194691
NZ_CP015750.1,prokaryote,1.47E-05,293.0957715
NZ_CP015753.1,prokaryote,7.57E-07,15.13674857
NZ_CP015756.1,prokaryote,4.39E-05,877.7588481
NZ_CP015759.1,prokaryote,3.70E-08,0.739580549
NZ_CP015760.1,prokaryote,1.48E-08,0.29583222
NZ_CP015761.1,prokaryote,3.33E-08,0.665622494
NZ_CP015762.1,prokaryote,2.34E-08,0.468401014
NZ_CP015763.1,prokaryote,2.22E-08,0.443748329
NZ_CP015764.1,prokaryote,2.22E-08,0.443748329
NZ_CP015765.1,prokaryote,2.71E-08,0.542359069
NZ_CP015766.1,prokaryote,4.07E-08,0.813538604
NZ_CP015767.1,prokaryote,3.08E-08,0.616317124
NZ_CP015768.1,prokaryote,2.71E-08,0.542359069
NZ_CP015769.1,prokaryote,2.96E-08,0.591664439
NZ_CP015770.1,prokaryote,4.93E-08,0.986107398
NZ_CP015771.1,prokaryote,3.20E-08,0.640969809
NZ_CP015772.1,prokaryote,5.18E-05,1036.275612
NZ_CP015773.2,prokaryote,1.12E-07,2.243394332
NZ_CP015774.2,prokaryote,1.03E-05,206.6388054
NZ_CP015775.1,prokaryote,8.21E-06,164.2854926
NZ_CP015776.1,prokaryote,4.31E-06,86.16113394
NZ_CP015779.1,prokaryote,2.82E-06,56.33138514
NZ_CP015780.1,prokaryote,5.00E-06,100.0652483
NZ_CP015796.1,prokaryote,5.22E-06,104.4041208
NZ_CP015810.1,prokaryote,2.93E-06,58.57477947
NZ_CP015817.1,prokaryote,1.03E-06,20.58499194
NZ_CP015820.1,prokaryote,8.65E-06,173.0865011
NZ_CP015821.1,prokaryote,9.91E-06,198.1829344
NZ_CP015822.1,prokaryote,2.12E-07,4.240261813
NZ_CP015831.1,prokaryote,4.29E-07,8.579134367
NZ_CP015832.1,prokaryote,3.72E-07,7.445110859
NZ_CP015834.1,prokaryote,6.78E-07,13.55897673
NZ_CP015839.1,prokaryote,1.38E-05,276.6031253
NZ_CP015840.1,prokaryote,4.32E-06,86.48161885
NZ_CP015842.1,prokaryote,5.12E-07,10.23086426
NZ_CP015843.2,prokaryote,5.73E-07,11.46349851
NZ_CP015846.1,prokaryote,4.66E-07,9.318714916
NZ_CP015848.1,prokaryote,7.40E-06,147.9900678
NZ_CP015849.1,prokaryote,4.69E-06,93.80346628
NZ_CP015850.1,prokaryote,1.18E-06,23.51866145
NZ_CP015852.1,prokaryote,8.15E-06,162.9049422
NZ_CP015857.1,prokaryote,1.13E-06,22.50790137
NZ_CP015863.1,prokaryote,5.26E-06,105.2916175
NZ_CP015864.1,prokaryote,5.99E-06,119.8120489
NZ_CP015866.1,prokaryote,4.32E-06,86.30905005
NZ_CP015876.1,prokaryote,5.01E-06,100.2624697
NZ_CP015877.1,prokaryote,4.31E-07,8.628439737
NZ_CP015878.1,prokaryote,7.88E-06,157.5553096
NZ_CP015880.1,prokaryote,6.37E-06,127.4297286
NZ_CP015883.1,prokaryote,7.62E-06,152.3535931
NZ_CP015886.1,prokaryote,1.01E-06,20.28915972
NZ_CP015894.1,prokaryote,4.09E-06,81.89621944
NZ_CP015896.1,prokaryote,2.59E-06,51.77063842
NZ_CP015897.1,prokaryote,3.47E-06,69.44661354
NZ_CP015899.1,prokaryote,4.32E-06,86.45696616
NZ_CP015900.1,prokaryote,4.62E-06,92.42291592
NZ_CP015901.1,prokaryote,4.88E-06,97.6985905
NZ_CP015902.1,prokaryote,6.14E-06,122.7210657
NZ_CP015903.1,prokaryote,4.62E-06,92.32430518
NZ_CP015904.1,prokaryote,4.38E-06,87.66494773
NZ_CP015905.1,prokaryote,2.89E-06,57.76124087
NZ_CP015906.1,prokaryote,2.74E-06,54.80291867
NZ_CP015907.1,prokaryote,3.92E-06,78.34623281
NZ_CP015908.1,prokaryote,3.14E-06,62.76573591
NZ_CP015909.1,prokaryote,6.59E-06,131.7932538
NZ_CP015910.2,prokaryote,3.26E-05,652.6798344
NZ_CP015911.1,prokaryote,1.11E-06,22.28602721
NZ_CP015912.1,prokaryote,6.61E-07,13.21383914
NZ_CP015918.1,prokaryote,4.37E-06,87.46772625
NZ_CP015923.1,prokaryote,5.05E-07,10.10760083
NZ_CP015924.1,prokaryote,6.18E-07,12.35099517
NZ_CP015925.1,prokaryote,7.48E-07,14.96417977
NZ_CP015926.1,prokaryote,8.32E-07,16.64056235
NZ_CP015927.1,prokaryote,7.68E-07,15.35862273
NZ_CP015928.1,prokaryote,7.79E-07,15.5804969
NZ_CP015929.1,prokaryote,9.01E-07,18.02111271
NZ_CP015930.1,prokaryote,8.31E-07,16.61590966
NZ_CP015931.1,prokaryote,8.12E-07,16.24611939
NZ_CP015932.1,prokaryote,1.01E-06,20.23985435
NZ_CP015933.1,prokaryote,7.15E-07,14.29855728
NZ_CP015934.1,prokaryote,7.81E-07,15.62980227
NZ_CP015935.1,prokaryote,8.20E-07,16.3940355
NZ_CP015936.1,prokaryote,8.09E-07,16.17216134
NZ_CP015937.1,prokaryote,7.08E-07,14.15064117
NZ_CP015938.1,prokaryote,8.33E-07,16.66521503
NZ_CP015939.1,prokaryote,8.10E-07,16.19681402
NZ_CP015941.1,prokaryote,1.10E-06,21.99019499
NZ_CP015944.1,prokaryote,8.23E-07,16.46799355
NZ_CP015945.1,prokaryote,7.40E-07,14.79161098
NZ_CP015946.1,prokaryote,8.11E-07,16.22146671
NZ_CP015947.1,prokaryote,7.19E-07,14.37251533
NZ_CP015949.1,prokaryote,1.00E-06,20.04263287
NZ_CP015950.1,prokaryote,8.16E-07,16.32007744
NZ_CP015951.1,prokaryote,7.98E-07,15.95028717
NZ_CP015953.1,prokaryote,7.01E-07,14.02737774
NZ_CP015954.1,prokaryote,8.57E-07,17.13361605
NZ_CP015955.1,prokaryote,7.86E-07,15.72841301
NZ_CP015956.1,prokaryote,7.65E-07,15.30931736
NZ_CP015961.1,prokaryote,4.43E-06,88.65105512
NZ_CP015963.1,prokaryote,9.39E-06,187.7548487
NZ_CP015964.1,prokaryote,1.10E-06,22.03950036
NZ_CP015965.1,prokaryote,1.01E-06,20.23985435
NZ_CP015966.1,prokaryote,1.03E-06,20.53568657
NZ_CP015970.1,prokaryote,1.92E-06,38.40888317
NZ_CP015971.1,prokaryote,3.59E-05,718.6504193
NZ_CP015972.1,prokaryote,1.24E-06,24.7512957
NZ_CP015975.1,prokaryote,1.92E-06,38.45818854
NZ_CP015986.1,prokaryote,4.40E-06,88.05939068
NZ_CP015987.1,prokaryote,3.06E-06,61.13865871
NZ_CP015990.1,prokaryote,6.87E-07,13.73154552
NZ_CP015992.1,prokaryote,9.37E-06,187.3850584
NZ_CP015995.1,prokaryote,6.98E-07,13.95341969
NZ_CP016007.1,prokaryote,1.04E-06,20.75756074
NZ_CP016010.1,prokaryote,3.66E-07,7.321847434
NZ_CP016012.1,prokaryote,3.86E-07,7.716290393
NZ_CP016014.1,prokaryote,4.94E-07,9.88572667
NZ_CP016015.1,prokaryote,9.90E-07,19.79610602
NZ_CP016016.1,prokaryote,9.54E-07,19.08117816
NZ_CP016017.1,prokaryote,1.03E-06,20.65895
NZ_CP016018.1,prokaryote,1.10E-07,2.194088962
NZ_CP016019.1,prokaryote,1.93E-06,38.55679928
NZ_CP016020.1,prokaryote,3.21E-05,642.0545272
NZ_CP016022.1,prokaryote,4.58E-06,91.56007195
NZ_CP016023.1,prokaryote,2.95E-06,58.94456974
NZ_CP016026.1,prokaryote,1.56E-06,31.13634111
NZ_CP016027.1,prokaryote,6.65E-06,132.95193
NZ_CP016028.1,prokaryote,3.66E-06,73.19382165
NZ_CP016029.2,prokaryote,2.35E-06,46.98801754
NZ_CP016030.2,prokaryote,2.78E-06,55.64110996
NZ_CP016033.1,prokaryote,4.56E-06,91.16562899
NZ_CP016043.1,prokaryote,8.44E-06,168.7229759
NZ_CP016044.1,prokaryote,7.52E-06,150.4306836
NZ_CP016070.1,prokaryote,1.87E-06,37.47208114
NZ_CP016071.1,prokaryote,1.27E-06,25.31830746
NZ_CP016072.1,prokaryote,1.46E-05,291.961748
NZ_CP016073.1,prokaryote,1.12E-05,224.7831815
NZ_CP016076.1,prokaryote,3.73E-06,74.62367738
NZ_CP016077.1,prokaryote,4.02E-06,80.36775298
NZ_CP016079.1,prokaryote,1.15E-05,230.5519098
NZ_CP016086.1,prokaryote,2.60E-05,520.2209581
NZ_CP016087.1,prokaryote,8.58E-05,1715.802221
NZ_CP016089.1,prokaryote,2.63E-05,525.1514951
NZ_CP016090.1,prokaryote,5.39E-05,1078.160524
NZ_CP016091.1,prokaryote,2.74E-05,547.9059233
NZ_CP016092.1,prokaryote,2.60E-05,520.2456108
NZ_CP016094.1,prokaryote,7.35E-06,147.0779185
NZ_CP016095.1,prokaryote,3.23E-06,64.56538192
NZ_CP016159.1,prokaryote,8.57E-07,17.13361605
NZ_CP016162.1,prokaryote,8.33E-06,166.6274977
NZ_CP016163.1,prokaryote,1.42E-06,28.32593502
NZ_CP016170.1,prokaryote,5.39E-06,107.756886
NZ_CP016171.1,prokaryote,5.11E-06,102.2839899
NZ_CP016172.1,prokaryote,1.01E-05,201.3631308
NZ_CP016174.1,prokaryote,1.00E-05,200.0318858
NZ_CP016175.1,prokaryote,2.37E-06,47.30850244
NZ_CP016176.1,prokaryote,2.86E-05,572.3120814
NZ_CP016177.1,prokaryote,1.23E-05,245.7379637
NZ_CP016178.1,prokaryote,7.76E-06,155.1886518
NZ_CP016182.2,prokaryote,2.40E-07,4.807273568
NZ_CP016188.1,prokaryote,1.07E-06,21.49714129
NZ_CP016189.1,prokaryote,4.21E-06,84.13961378
NZ_CP016190.1,prokaryote,9.92E-07,19.84541139
NZ_CP016191.1,prokaryote,8.42E-07,16.83778383
NZ_CP016192.1,prokaryote,1.13E-06,22.60651211
NZ_CP016193.1,prokaryote,1.67E-06,33.33043007
NZ_CP016210.1,prokaryote,6.23E-06,124.6686279
NZ_CP016212.1,prokaryote,6.38E-06,127.5283393
NZ_CP016213.1,prokaryote,9.29E-07,18.58812446
NZ_CP016214.1,prokaryote,5.47E-07,10.94579212
NZ_CP016223.1,prokaryote,1.43E-06,28.6957253
NZ_CP016224.1,prokaryote,4.75E-06,95.06075321
NZ_CP016225.1,prokaryote,1.51E-06,30.12558102
NZ_CP016268.1,prokaryote,1.14E-05,227.1744919
NZ_CP016269.1,prokaryote,5.08E-05,1016.504159
NZ_CP016270.1,prokaryote,8.84E-07,17.67597512
NZ_CP016273.1,prokaryote,2.54E-06,50.80918371
NZ_CP016277.1,prokaryote,1.83E-05,365.1802223
NZ_CP016278.1,prokaryote,6.64E-06,132.7300558
NZ_CP016279.1,prokaryote,9.23E-06,184.5006943
NZ_CP016282.1,prokaryote,4.62E-06,92.39826324
NZ_CP016294.1,prokaryote,5.16E-06,103.1468339
NZ_CP016295.1,prokaryote,3.06E-06,61.16331139
NZ_CP016298.1,prokaryote,7.27E-07,14.54508413
NZ_CP016300.1,prokaryote,6.64E-07,13.28779719
NZ_CP016303.1,prokaryote,1.22E-05,243.4206113
NZ_CP016304.1,prokaryote,1.54E-06,30.88981426
NZ_CP016305.1,prokaryote,8.94E-06,178.731966
NZ_CP016306.1,prokaryote,7.64E-06,152.7233833
NZ_CP016307.1,prokaryote,1.14E-05,228.6783057
NZ_CP016308.1,prokaryote,4.17E-06,83.40003323
NZ_CP016312.1,prokaryote,2.66E-06,53.22514683
NZ_CP016315.1,prokaryote,5.07E-06,101.3225352
NZ_CP016316.1,prokaryote,1.38E-05,276.6770833
NZ_CP016318.1,prokaryote,1.74E-05,347.0358462
NZ_CP016320.1,prokaryote,3.14E-06,62.81504128
NZ_CP016321.1,prokaryote,4.40E-06,87.98543263
NZ_CP016322.1,prokaryote,1.52E-06,30.44606593
NZ_CP016324.1,prokaryote,9.89E-07,19.77145334
NZ_CP016325.1,prokaryote,3.60E-07,7.198584009
NZ_CP016328.1,prokaryote,1.01E-05,202.990208
NZ_CP016329.1,prokaryote,4.85E-06,96.90970459
NZ_CP016335.1,prokaryote,1.10E-06,21.94088962
NZ_CP016337.1,prokaryote,1.03E-05,205.8745721
NZ_CP016338.1,prokaryote,3.82E-08,0.764233234
NZ_CP016341.1,prokaryote,2.52E-06,50.34078269
NZ_CP016342.1,prokaryote,1.23E-06,24.52942154
NZ_CP016345.1,prokaryote,5.10E-06,102.0867684
NZ_CP016346.1,prokaryote,2.90E-06,57.95846235
NZ_CP016347.1,prokaryote,7.56E-06,151.1702642
NZ_CP016348.1,prokaryote,3.52E-06,70.48202631
NZ_CP016349.1,prokaryote,6.99E-06,139.7807237
NZ_CP016350.1,prokaryote,4.50E-06,89.95764743
NZ_CP016351.1,prokaryote,7.45E-06,149.0008279
NZ_CP016352.1,prokaryote,3.52E-06,70.40806825
NZ_CP016353.1,prokaryote,7.93E-06,158.6646804
NZ_CP016357.1,prokaryote,3.59E-07,7.173931324
NZ_CP016358.1,prokaryote,8.26E-07,16.51729892
NZ_CP016359.1,prokaryote,3.26E-05,652.5565709
NZ_CP016360.1,prokaryote,6.20E-06,124.027658
NZ_CP016364.1,prokaryote,6.63E-06,132.6067924
