NCBI Accession,type,proportion,number of bp
NZ_CP016540.2,prokaryote,8.26E-05,1651.113575
NZ_CP016543.2,prokaryote,8.19E-05,1637.184808
NZ_CP016545.1,prokaryote,2.79E-05,558.7531047
NZ_CP016546.1,prokaryote,2.72E-06,54.35917034
NZ_CP016552.1,prokaryote,2.38E-05,476.4131369
NZ_CP016553.1,prokaryote,2.16E-05,432.4080942
NZ_CP016554.1,prokaryote,5.92E-06,118.4561512
NZ_CP016556.1,prokaryote,4.34E-05,868.2675644
NZ_CP016557.1,prokaryote,3.22E-05,643.4350775
NZ_CP016559.1,prokaryote,2.53E-05,505.1335149
NZ_CP016561.1,prokaryote,6.90E-07,13.80550358
NZ_CP016563.1,prokaryote,8.20E-07,16.3940355
NZ_CP016565.1,prokaryote,7.40E-07,14.79161098
NZ_CP016569.1,prokaryote,8.57E-07,17.13361605
NZ_CP016573.1,prokaryote,7.46E-07,14.9148744
NZ_CP016576.1,prokaryote,8.57E-07,17.13361605
NZ_CP016579.1,prokaryote,7.58E-07,15.16140125
NZ_CP016581.1,prokaryote,7.64E-07,15.28466468
NZ_CP016586.1,prokaryote,9.98E-07,19.96867482
NZ_CP016588.1,prokaryote,2.38E-05,475.5502929
NZ_CP016591.1,prokaryote,2.19E-05,437.3386312
NZ_CP016592.1,prokaryote,1.26E-05,251.3341232
NZ_CP016594.1,prokaryote,3.07E-05,614.5914361
NZ_CP016595.1,prokaryote,2.49E-05,497.4911825
NZ_CP016598.1,prokaryote,2.68E-05,535.0865271
NZ_CP016602.1,prokaryote,1.58E-05,316.4172115
NZ_CP016608.1,prokaryote,7.89E-06,157.7771838
NZ_CP016610.1,prokaryote,7.24E-06,144.7112607
NZ_CP016612.1,prokaryote,5.00E-06,99.96663752
NZ_CP016622.1,prokaryote,4.47E-05,893.2900396
NZ_CP016625.1,prokaryote,2.87E-06,57.31749254
NZ_CP016627.1,prokaryote,1.73E-06,34.63702237
NZ_CP016628.1,prokaryote,3.16E-06,63.23413693
NZ_CP016629.1,prokaryote,5.69E-06,113.8954045
NZ_CP016635.1,prokaryote,3.43E-05,685.2213785
NZ_CP016636.1,prokaryote,2.18E-06,43.51198896
NZ_CP016637.1,prokaryote,1.20E-06,23.91310441
NZ_CP016638.1,prokaryote,1.97E-06,39.44429594
NZ_CP016639.1,prokaryote,1.20E-06,24.03636784
NZ_CP016640.1,prokaryote,3.99E-05,797.0213048
NZ_CP016644.1,prokaryote,1.84E-06,36.85576402
NZ_CP016645.1,prokaryote,1.51E-06,30.19953908
NZ_CP016646.1,prokaryote,2.64E-06,52.88000924
NZ_CP016647.1,prokaryote,2.68E-06,53.61958979
NZ_CP016648.1,prokaryote,1.66E-06,33.15786127
NZ_CP016649.1,prokaryote,1.68E-06,33.52765155
NZ_CP016650.1,prokaryote,1.87E-06,37.34881772
NZ_CP016651.1,prokaryote,1.51E-06,30.19953908
NZ_CP016652.1,prokaryote,1.93E-06,38.58145197
NZ_CP016653.1,prokaryote,1.61E-06,32.17175388
NZ_CP016654.1,prokaryote,2.93E-06,58.55012679
NZ_CP016655.1,prokaryote,1.77E-06,35.37660292
NZ_CP016656.1,prokaryote,1.67E-06,33.40438812
NZ_CP016657.1,prokaryote,1.56E-06,31.18564648
NZ_CP016658.1,prokaryote,1.54E-06,30.8158562
NZ_CP016659.1,prokaryote,1.42E-06,28.47385113
NZ_CP016660.1,prokaryote,2.84E-06,56.70117541
NZ_CP016661.1,prokaryote,1.53E-06,30.56932935
NZ_CP016662.1,prokaryote,1.48E-06,29.58322195
NZ_CP016663.1,prokaryote,1.95E-06,39.07450566
NZ_CP016664.1,prokaryote,1.66E-06,33.15786127
NZ_CP016665.1,prokaryote,1.49E-06,29.70648538
NZ_CP016666.1,prokaryote,1.51E-06,30.19953908
NZ_CP016667.1,prokaryote,1.72E-06,34.39049552
NZ_CP016668.1,prokaryote,2.43E-06,48.6890528
NZ_CP016669.1,prokaryote,1.78E-06,35.62312977
NZ_CP016670.1,prokaryote,1.66E-06,33.15786127
NZ_CP016671.1,prokaryote,2.82E-06,56.45464856
NZ_CP016672.1,prokaryote,2.64E-06,52.88000924
NZ_CP016673.1,prokaryote,1.66E-06,33.2811247
NZ_CP016674.1,prokaryote,1.45E-06,28.96690483
NZ_CP016675.1,prokaryote,1.57E-06,31.43217333
NZ_CP016676.1,prokaryote,1.40E-06,27.98079743
NZ_CP016677.1,prokaryote,1.73E-06,34.63702237
NZ_CP016678.1,prokaryote,1.79E-06,35.7463932
NZ_CP016679.1,prokaryote,1.71E-06,34.2672321
NZ_CP016680.1,prokaryote,2.46E-06,49.1821065
NZ_CP016681.1,prokaryote,1.59E-06,31.8019636
NZ_CP016682.1,prokaryote,2.67E-06,53.49632637
NZ_CP016683.1,prokaryote,1.52E-06,30.3228025
NZ_CP016684.1,prokaryote,3.42E-06,68.41120077
NZ_CP016753.1,prokaryote,0.000112626,2252.515825
NZ_CP016754.1,prokaryote,1.21E-06,24.15963126
NZ_CP016755.1,prokaryote,2.07E-06,41.41651074
NZ_CP016756.1,prokaryote,2.24E-05,447.3229686
NZ_CP016757.1,prokaryote,9.26E-05,1852.526011
NZ_CP016760.1,prokaryote,7.58E-05,1516.509915
NZ_CP016761.1,prokaryote,0.000137124,2742.487939
NZ_CP016762.1,prokaryote,2.95E-05,590.185278
NZ_CP016766.1,prokaryote,5.56E-05,1111.589565
NZ_CP016767.1,prokaryote,5.46E-05,1092.853524
NZ_CP016768.2,prokaryote,2.98E-05,595.7321321
NZ_CP016769.1,prokaryote,1.54E-05,307.6655083
NZ_CP016770.1,prokaryote,1.09E-05,218.2995253
NZ_CP016771.1,prokaryote,3.28E-05,655.6381566
NZ_CP016772.1,prokaryote,2.14E-05,428.9567183
NZ_CP016773.1,prokaryote,2.21E-05,442.1459048
NZ_CP016774.1,prokaryote,1.23E-05,246.5268496
NZ_CP016775.1,prokaryote,1.36E-05,271.7958517
NZ_CP016776.1,prokaryote,3.72E-05,743.0319248
NZ_CP016777.1,prokaryote,1.33E-05,266.0024707
NZ_CP016778.1,prokaryote,1.29E-05,257.374031
NZ_CP016779.1,prokaryote,3.53E-05,705.8063705
NZ_CP016780.1,prokaryote,1.68E-05,335.2765155
NZ_CP016781.1,prokaryote,1.64E-05,328.1272368
NZ_CP016782.1,prokaryote,3.08E-05,615.0844898
NZ_CP016783.1,prokaryote,1.20E-05,239.0077807
NZ_CP016784.1,prokaryote,5.73E-05,1145.363743
NZ_CP016790.1,prokaryote,0.000117556,2351.126565
NZ_CP016793.1,prokaryote,4.74E-05,948.5120539
NZ_CP016794.1,prokaryote,3.94E-07,7.888859188
NZ_CP016795.1,prokaryote,5.63E-05,1125.395069
NZ_CP016796.1,prokaryote,9.98E-05,1996.744219
NZ_CP016797.1,prokaryote,1.46E-05,292.8738974
NZ_CP016804.1,prokaryote,9.66E-06,193.1537867
NZ_CP016811.1,prokaryote,7.24E-06,144.8345242
NZ_CP016813.1,prokaryote,2.39E-06,47.82620883
NZ_CP016814.1,prokaryote,2.35E-06,47.08662828
NZ_CP016817.1,prokaryote,4.07E-05,813.2920769
NZ_CP016818.1,prokaryote,6.08E-06,121.5377369
NZ_CP016819.1,prokaryote,1.34E-05,268.097949
NZ_CP016824.1,prokaryote,1.54E-05,308.6516157
NZ_CP016825.1,prokaryote,3.10E-05,620.3848171
NZ_CP016826.1,prokaryote,1.22E-06,24.40615811
NZ_CP016827.1,prokaryote,1.44E-05,288.5596775
NZ_CP016828.1,prokaryote,3.61E-06,72.10910351
NZ_CP016829.1,prokaryote,1.21E-06,24.28289469
NZ_CP016830.1,prokaryote,7.97E-06,159.3796083
NZ_CP016833.1,prokaryote,7.09E-06,141.876202
NZ_CP016837.1,prokaryote,3.21E-06,64.22024433
NZ_CP016852.1,prokaryote,1.20E-05,240.240415
NZ_CP016858.1,prokaryote,1.69E-06,33.89744182
NZ_CP016868.1,prokaryote,8.39E-06,167.8847846
NZ_CP016870.1,prokaryote,8.16E-06,163.2007744
NZ_CP016872.1,prokaryote,1.31E-05,261.441724
NZ_CP016873.1,prokaryote,1.25E-05,249.7316987
NZ_CP016874.1,prokaryote,8.30E-06,166.0358332
NZ_CP016876.1,prokaryote,1.20E-05,240.3636784
NZ_CP016877.1,prokaryote,1.09E-05,218.2995253
NZ_CP016878.1,prokaryote,1.38E-05,276.233335
NZ_CP016887.1,prokaryote,3.08E-07,6.163171241
NZ_CP016888.1,prokaryote,4.99E-07,9.98433741
NZ_CP016889.1,prokaryote,4.80E-05,960.0988159
NZ_CP016893.1,prokaryote,0.000165604,3312.088225
NZ_CP016894.1,prokaryote,1.73E-05,345.5073797
NZ_CP016895.1,prokaryote,9.13E-05,1826.024375
NZ_CP016896.1,prokaryote,8.16E-05,1632.377535
NZ_CP016904.1,prokaryote,3.72E-06,74.32784516
NZ_CP016907.1,prokaryote,0.000228752,4575.045275
NZ_CP016909.1,prokaryote,1.63E-06,32.54154415
NZ_CP016910.1,prokaryote,1.74E-06,34.88354922
NZ_CP016911.1,prokaryote,1.70E-06,34.02070525
NZ_CP016912.1,prokaryote,2.05E-06,41.04672046
NZ_CP016913.1,prokaryote,5.27E-05,1054.88839
NZ_CP016914.1,prokaryote,6.00E-06,119.9353123
NZ_CP016916.1,prokaryote,4.60E-05,919.9149394
NZ_CP016923.1,prokaryote,1.26E-06,25.26900209
NZ_CP016926.1,prokaryote,4.70E-06,94.04999313
NZ_CP016930.1,prokaryote,8.85E-05,1769.939517
NZ_CP016931.1,prokaryote,2.08E-05,416.7536393
NZ_CP016935.1,prokaryote,1.93E-05,386.6773636
NZ_CP016937.1,prokaryote,2.05E-05,409.8508875
NZ_CP016940.1,prokaryote,1.83E-05,365.3527911
NZ_CP016944.1,prokaryote,1.91E-05,381.6235632
NZ_CP016945.1,prokaryote,1.92E-05,383.1027243
NZ_CP016948.1,prokaryote,3.21E-05,642.9420238
NZ_CP016952.1,prokaryote,2.09E-05,417.8630101
NZ_CP016953.1,prokaryote,5.86E-05,1172.97475
NZ_CP016954.1,prokaryote,1.84E-05,368.4343768
NZ_CP016955.1,prokaryote,5.97E-06,119.3189952
NZ_CP016956.1,prokaryote,1.97E-07,3.944429594
NZ_CP016957.1,prokaryote,1.60E-07,3.204849045
NZ_CP016958.1,prokaryote,7.40E-08,1.479161098
NZ_CP016959.1,prokaryote,1.48E-07,2.958322195
NZ_CP016960.1,prokaryote,1.54E-07,3.08158562
NZ_CP016961.1,prokaryote,1.36E-07,2.711795346
NZ_CP016962.1,prokaryote,1.97E-07,3.944429594
NZ_CP016963.1,prokaryote,1.23E-07,2.465268496
NZ_CP016964.1,prokaryote,1.11E-07,2.218741647
NZ_CP016965.1,prokaryote,1.11E-07,2.218741647
NZ_CP016966.1,prokaryote,2.10E-07,4.190956444
NZ_CP016967.1,prokaryote,1.42E-07,2.835058771
NZ_CP016968.1,prokaryote,2.47E-07,4.930536992
NZ_CP016972.1,prokaryote,4.31E-07,8.628439737
NZ_CP016973.1,prokaryote,1.48E-06,29.58322195
NZ_CP016974.1,prokaryote,8.07E-07,16.14750865
NZ_CP016977.1,prokaryote,1.50E-06,29.95301223
NZ_CP016978.1,prokaryote,6.29E-07,12.57286933
NZ_CP016979.1,prokaryote,1.16E-06,23.29678729
NZ_CP016980.1,prokaryote,1.01E-06,20.21520167
NZ_CP016981.1,prokaryote,1.65E-06,33.03459785
NZ_CP016982.1,prokaryote,6.84E-07,13.68224015
NZ_CP016983.1,prokaryote,1.32E-06,26.37837291
NZ_CP016984.1,prokaryote,4.99E-07,9.98433741
NZ_CP016987.1,prokaryote,1.29E-05,258.9764555
NZ_CP016988.1,prokaryote,1.02E-05,204.1242315
NZ_CP017006.1,prokaryote,0.000111535,2230.698199
NZ_CP017007.1,prokaryote,1.12E-05,223.1067989
NZ_CP017009.1,prokaryote,1.04E-05,208.5617148
NZ_CP017014.1,prokaryote,2.85E-05,570.46313
NZ_CP017015.1,prokaryote,8.09E-05,1618.695295
NZ_CP017016.1,prokaryote,5.92E-05,1183.945195
NZ_CP017018.1,prokaryote,4.10E-05,820.0715653
NZ_CP017019.1,prokaryote,3.08E-05,616.1938606
NZ_CP017020.1,prokaryote,3.72E-06,74.45110859
NZ_CP017025.1,prokaryote,1.62E-05,324.9223878
NZ_CP017029.1,prokaryote,1.05E-05,209.1780319
NZ_CP017031.1,prokaryote,4.22E-06,84.31218257
NZ_CP017032.1,prokaryote,6.53E-06,130.6592303
NZ_CP017033.1,prokaryote,9.13E-06,182.6763956
NZ_CP017037.1,prokaryote,8.19E-05,1638.170916
NZ_CP017038.1,prokaryote,0.000312085,6241.690042
NZ_CP017039.1,prokaryote,4.85E-05,969.5900996
NZ_CP017040.1,prokaryote,1.94E-05,387.1704173
NZ_CP017042.1,prokaryote,4.62E-05,923.859369
NZ_CP017044.1,prokaryote,2.31E-06,46.10052088
NZ_CP017045.1,prokaryote,1.57E-06,31.3089099
NZ_CP017046.1,prokaryote,1.95E-06,38.95124224
NZ_CP017047.1,prokaryote,2.00E-06,39.93734964
NZ_CP017048.1,prokaryote,2.12E-06,42.40261813
NZ_CP017049.1,prokaryote,2.32E-06,46.47031115
NZ_CP017050.1,prokaryote,1.93E-06,38.58145197
NZ_CP017051.1,prokaryote,1.97E-06,39.44429594
NZ_CP017052.1,prokaryote,1.84E-06,36.73250059
NZ_CP017053.1,prokaryote,1.90E-06,37.96513484
NZ_CP017054.1,prokaryote,7.14E-05,1427.020669
NZ_CP017057.1,prokaryote,2.50E-05,499.8331876
NZ_CP017060.1,prokaryote,3.00E-05,600.6626691
NZ_CP017062.1,prokaryote,5.23E-05,1046.25995
NZ_CP017063.1,prokaryote,2.07E-05,414.2883708
NZ_CP017064.1,prokaryote,9.08E-06,181.5670247
NZ_CP017065.1,prokaryote,6.35E-05,1269.243485
NZ_CP017066.1,prokaryote,4.89E-06,97.74789587
NZ_CP017069.2,prokaryote,4.10E-05,819.5785116
NZ_CP017070.1,prokaryote,9.22E-06,184.4020835
NZ_CP017071.1,prokaryote,3.20E-05,640.8465456
NZ_CP017072.1,prokaryote,9.18E-06,183.662503
NZ_CP017073.1,prokaryote,4.94E-05,987.8330864
NZ_CP017075.1,prokaryote,2.69E-05,537.7983224
NZ_CP017080.1,prokaryote,0.000181,3620.00026
NZ_CP017082.1,prokaryote,1.64E-05,327.017866
NZ_CP017085.1,prokaryote,1.86E-05,372.9951235
NZ_CP017087.1,prokaryote,1.52E-05,304.3373959
NZ_CP017090.1,prokaryote,2.87E-06,57.44075596
NZ_CP017091.1,prokaryote,5.33E-06,106.6228625
NZ_CP017094.1,prokaryote,1.96E-06,39.19776909
NZ_CP017098.1,prokaryote,2.11E-05,422.7935471
NZ_CP017099.1,prokaryote,3.40E-06,67.91814707
NZ_CP017100.1,prokaryote,7.21E-07,14.4218207
NZ_CP017101.1,prokaryote,4.09E-05,817.4830333
NZ_CP017107.1,prokaryote,5.28E-05,1056.860604
NZ_CP017111.1,prokaryote,7.44E-05,1488.036064
NZ_CP017112.1,prokaryote,1.21E-05,241.1032589
NZ_CP017113.1,prokaryote,2.36E-05,471.3593365
NZ_CP017114.1,prokaryote,4.20E-05,839.1773961
NZ_CP017115.1,prokaryote,1.04E-05,208.8082416
NZ_CP017116.1,prokaryote,4.27E-05,853.2294265
NZ_CP017119.1,prokaryote,1.91E-07,3.821166169
NZ_CP017120.1,prokaryote,2.10E-07,4.190956444
NZ_CP017121.1,prokaryote,1.79E-07,3.57463932
NZ_CP017122.1,prokaryote,8.63E-08,1.725687947
NZ_CP017123.1,prokaryote,1.97E-07,3.944429594
NZ_CP017124.1,prokaryote,1.87E-05,373.6114406
NZ_CP017125.1,prokaryote,4.48E-05,896.6181521
NZ_CP017141.1,prokaryote,0.000255001,5100.024202
NZ_CP017142.1,prokaryote,2.18E-05,436.4757873
NZ_CP017143.1,prokaryote,1.50E-05,299.160332
NZ_CP017147.1,prokaryote,4.90E-05,980.5605444
NZ_CP017149.1,prokaryote,1.78E-06,35.62312977
NZ_CP017150.1,prokaryote,4.30E-05,859.2693344
NZ_CP017151.1,prokaryote,7.88E-06,157.6539203
NZ_CP017152.1,prokaryote,6.06E-06,121.29121
NZ_CP017153.1,prokaryote,1.87E-05,373.734704
NZ_CP017154.1,prokaryote,1.93E-05,385.4447294
NZ_CP017155.1,prokaryote,1.88E-05,376.6930262
NZ_CP017156.1,prokaryote,9.05E-05,1810.00013
NZ_CP017157.1,prokaryote,2.66E-05,532.1282049
NZ_CP017158.1,prokaryote,1.73E-07,3.451375895
NZ_CP017159.1,prokaryote,2.10E-07,4.190956444
NZ_CP017160.1,prokaryote,1.73E-07,3.451375895
NZ_CP017161.1,prokaryote,1.91E-07,3.821166169
NZ_CP017162.1,prokaryote,1.85E-07,3.697902744
NZ_CP017163.1,prokaryote,2.16E-07,4.314219868
NZ_CP017164.1,prokaryote,1.29E-07,2.588531921
NZ_CP017165.1,prokaryote,1.60E-07,3.204849045
NZ_CP017166.1,prokaryote,1.42E-07,2.835058771
NZ_CP017167.1,prokaryote,8.63E-08,1.725687947
NZ_CP017168.1,prokaryote,1.11E-07,2.218741647
NZ_CP017175.1,prokaryote,8.38E-07,16.76382577
NZ_CP017176.1,prokaryote,7.33E-07,14.66834755
NZ_CP017177.1,prokaryote,1.28E-06,25.51552894
NZ_CP017179.1,prokaryote,1.41E-05,281.6569257
NZ_CP017180.1,prokaryote,1.16E-05,232.1050289
NZ_CP017181.1,prokaryote,3.42E-05,683.8654808
NZ_CP017183.1,prokaryote,1.36E-05,271.9191151
NZ_CP017184.1,prokaryote,1.98E-05,395.5523302
NZ_CP017186.1,prokaryote,1.58E-05,315.4311041
NZ_CP017188.1,prokaryote,5.16E-06,103.1714866
NZ_CP017190.1,prokaryote,9.32E-06,186.4975617
NZ_CP017201.1,prokaryote,1.85E-05,369.0506939
NZ_CP017229.1,prokaryote,6.22E-06,124.4960591
NZ_CP017232.1,prokaryote,1.25E-06,25.02247524
NZ_CP017234.1,prokaryote,3.34E-05,668.2110259
NZ_CP017236.1,prokaryote,3.58E-05,715.544181
NZ_CP017237.1,prokaryote,2.63E-05,526.2115605
NZ_CP017238.1,prokaryote,6.91E-06,138.1782992
NZ_CP017239.1,prokaryote,6.11E-06,122.154054
NZ_CP017240.1,prokaryote,2.40E-06,48.07273568
NZ_CP017241.1,prokaryote,4.57E-05,913.3819778
NZ_CP017247.1,prokaryote,2.41E-05,482.4530447
NZ_CP017248.1,prokaryote,4.17E-05,833.8770688
NZ_CP017249.1,prokaryote,1.55E-06,31.06238305
NZ_CP017251.1,prokaryote,1.89E-06,37.71860799
NZ_CP017253.2,prokaryote,0.000248986,4979.719099
NZ_CP017257.1,prokaryote,4.28E-06,85.66808024
NZ_CP017258.1,prokaryote,4.58E-05,916.9566172
NZ_CP017259.1,prokaryote,6.49E-05,1297.347546
NZ_CP017260.1,prokaryote,0.000119227,2384.530953
NZ_CP017261.1,prokaryote,1.69E-05,338.9744182
NZ_CP017267.1,prokaryote,8.71E-05,1741.465666
NZ_CP017269.1,prokaryote,0.000218256,4365.127663
NZ_CP017279.1,prokaryote,2.83E-05,565.4093296
NZ_CP017284.1,prokaryote,1.01E-05,202.2752801
NZ_CP017289.1,prokaryote,1.08E-05,215.8342568
NZ_CP017290.1,prokaryote,5.77E-05,1153.252603
NZ_CP017291.1,prokaryote,1.77E-06,35.49986635
NZ_CP017292.1,prokaryote,1.33E-06,26.62489976
NZ_CP017293.1,prokaryote,4.89E-06,97.8711593
NZ_CP017295.1,prokaryote,4.73E-05,945.5537317
NZ_CP017296.1,prokaryote,3.22E-05,644.2979215
NZ_CP017297.1,prokaryote,1.80E-05,360.2989907
NZ_CP017299.1,prokaryote,1.86E-05,372.0090161
NZ_CP017305.1,prokaryote,5.74E-05,1147.582485
NZ_CP017306.1,prokaryote,2.00E-06,39.93734964
NZ_CP017310.1,prokaryote,1.21E-05,242.3358932
NZ_CP017311.1,prokaryote,3.02E-05,604.4838353
NZ_CP017314.1,prokaryote,9.59E-06,191.797889
NZ_CP017316.1,prokaryote,1.65E-05,329.2366077
NZ_CP017319.1,prokaryote,1.25E-05,250.9643329
NZ_CP017327.1,prokaryote,1.47E-06,29.45995853
NZ_CP017328.1,prokaryote,1.89E-06,37.71860799
NZ_CP017329.1,prokaryote,1.37E-06,27.36448031
NZ_CP017330.1,prokaryote,1.76E-06,35.2533395
NZ_CP017331.1,prokaryote,1.77E-06,35.37660292
NZ_CP017332.1,prokaryote,1.59E-06,31.8019636
NZ_CP017333.1,prokaryote,1.63E-06,32.66480757
NZ_CP017334.1,prokaryote,1.44E-06,28.84364141
NZ_CP017335.1,prokaryote,1.62E-06,32.41828073
NZ_CP017336.1,prokaryote,1.44E-06,28.84364141
NZ_CP017337.1,prokaryote,1.32E-06,26.37837291
NZ_CP017338.1,prokaryote,1.50E-06,29.95301223
NZ_CP017339.1,prokaryote,1.44E-06,28.72037798
NZ_CP017340.1,prokaryote,1.50E-06,30.07627565
NZ_CP017341.1,prokaryote,1.42E-06,28.47385113
NZ_CP017342.1,prokaryote,1.63E-06,32.54154415
NZ_CP017343.1,prokaryote,1.90E-06,37.96513484
NZ_CP017353.1,prokaryote,3.04E-06,60.76886843
NZ_CP017354.1,prokaryote,5.37E-06,107.4857064
NZ_CP017363.1,prokaryote,5.68E-06,113.6488777
NZ_CP017374.1,prokaryote,3.89E-06,77.77922106
NZ_CP017379.1,prokaryote,5.37E-06,107.4857064
NZ_CP017384.1,prokaryote,1.36E-05,271.5493249
NZ_CP017385.1,prokaryote,2.21E-06,44.25156951
NZ_CP017402.1,prokaryote,1.36E-07,2.711795346
NZ_CP017403.1,prokaryote,1.85E-07,3.697902744
NZ_CP017404.1,prokaryote,1.60E-07,3.204849045
NZ_CP017405.1,prokaryote,1.48E-07,2.958322195
NZ_CP017406.1,prokaryote,5.21E-06,104.2808574
NZ_CP017414.1,prokaryote,0.000131035,2620.703675
NZ_CP017415.1,prokaryote,4.08E-05,815.3875551
NZ_CP017420.1,prokaryote,3.50E-05,699.7664627
NZ_CP017421.1,prokaryote,2.98E-05,595.4856053
NZ_CP017434.1,prokaryote,1.38E-06,27.61100716
NZ_CP017436.1,prokaryote,1.77E-06,35.49986635
NZ_CP017438.1,prokaryote,1.43E-06,28.59711456
NZ_CP017440.1,prokaryote,1.74E-06,34.7602858
NZ_CP017442.1,prokaryote,1.77E-06,35.49986635
NZ_CP017444.1,prokaryote,1.66E-06,33.2811247
NZ_CP017446.1,prokaryote,1.50E-06,29.95301223
NZ_CP017450.1,prokaryote,1.74E-05,347.7261214
NZ_CP017456.1,prokaryote,7.22E-06,144.4647339
NZ_CP017457.1,prokaryote,7.86E-06,157.2841301
NZ_CP017458.1,prokaryote,7.95E-06,159.009818
NZ_CP017460.1,prokaryote,6.97E-05,1394.725652
NZ_CP017463.1,prokaryote,0.000106358,2127.156922
NZ_CP017466.1,prokaryote,7.08E-05,1416.173488
NZ_CP017475.1,prokaryote,4.53E-05,905.4931187
NZ_CP017476.1,prokaryote,4.91E-05,981.3001249
NZ_CP017477.1,prokaryote,0.000216056,4321.12262
NZ_CP017478.1,prokaryote,0.000208254,4165.071124
NZ_CP017479.1,prokaryote,0.00020034,4006.800887
NZ_CP017481.1,prokaryote,4.51E-05,902.2882696
NZ_CP017482.1,prokaryote,4.68E-05,936.062448
NZ_CP017483.1,prokaryote,2.57E-05,514.8713254
NZ_CP017560.1,prokaryote,0.000141654,2833.086556
NZ_CP017561.1,prokaryote,2.24E-05,447.4462321
NZ_CP017562.1,prokaryote,1.70E-05,339.5907354
NZ_CP017577.1,prokaryote,3.43E-05,685.2213785
NZ_CP017578.1,prokaryote,1.38E-05,275.1239642
NZ_CP017580.1,prokaryote,1.46E-05,292.5041071
NZ_CP017581.1,prokaryote,6.50E-05,1300.429132
NZ_CP017593.1,prokaryote,1.04E-06,20.70825537
NZ_CP017594.1,prokaryote,4.25E-07,8.505176312
NZ_CP017595.1,prokaryote,4.44E-07,8.874966586
NZ_CP017596.1,prokaryote,4.31E-07,8.628439737
NZ_CP017597.1,prokaryote,4.68E-07,9.368020286
NZ_CP017598.1,prokaryote,3.88E-07,7.765595763
NZ_CP017599.1,prokaryote,0.000273361,5467.225944
NZ_CP017601.1,prokaryote,7.22E-06,144.4647339
NZ_CP017603.1,prokaryote,0.000111325,2226.507242
NZ_CP017621.1,prokaryote,1.52E-06,30.3228025
NZ_CP017622.1,prokaryote,1.49E-05,298.297488
NZ_CP017631.1,prokaryote,3.30E-06,65.94593227
NZ_CP017637.1,prokaryote,7.68E-05,1535.985537
NZ_CP017638.1,prokaryote,6.79E-05,1358.486205
NZ_CP017639.1,prokaryote,2.12E-05,423.5331276
NZ_CP017640.1,prokaryote,3.21E-05,641.4628627
NZ_CP017641.1,prokaryote,0.000129038,2580.766325
NZ_CP017642.1,prokaryote,4.17E-06,83.32607517
NZ_CP017644.1,prokaryote,5.76E-06,115.2513022
NZ_CP017646.1,prokaryote,4.30E-06,86.03787052
NZ_CP017648.1,prokaryote,3.78E-06,75.56047941
NZ_CP017650.1,prokaryote,4.90E-06,97.99442272
NZ_CP017652.1,prokaryote,4.91E-06,98.11768615
NZ_CP017654.1,prokaryote,4.18E-06,83.69586545
NZ_CP017656.1,prokaryote,5.57E-06,111.3068726
NZ_CP017658.1,prokaryote,3.42E-05,684.2352711
NZ_CP017668.1,prokaryote,3.02E-05,603.9907816
NZ_CP017669.1,prokaryote,1.91E-06,38.21166169
NZ_CP017671.1,prokaryote,0.000143429,2868.586422
NZ_CP017674.1,prokaryote,1.21E-05,241.9661029
NZ_CP017676.1,prokaryote,2.92E-05,584.7616873
NZ_CP017677.1,prokaryote,1.81E-06,36.11618347
NZ_CP017679.1,prokaryote,6.46E-06,129.1800692
NZ_CP017680.1,prokaryote,2.71E-06,54.23590692
NZ_CP017682.1,prokaryote,1.91E-06,38.21166169
NZ_CP017684.1,prokaryote,6.73E-06,134.6036599
NZ_CP017685.1,prokaryote,1.14E-05,228.0373359
NZ_CP017688.1,prokaryote,0.000100398,2007.96119
NZ_CP017689.1,prokaryote,0.000135128,2702.550589
NZ_CP017690.1,prokaryote,3.60E-05,719.611874
NZ_CP017692.1,prokaryote,2.28E-05,456.4444621
NZ_CP017694.1,prokaryote,3.59E-05,717.6396592
NZ_CP017695.1,prokaryote,1.79E-05,357.9569857
NZ_CP017696.1,prokaryote,2.22E-05,443.8715927
NZ_CP017697.1,prokaryote,4.04E-05,808.3615399
NZ_CP017702.1,prokaryote,0.000105902,2118.035429
NZ_CP017703.1,prokaryote,0.000113285,2265.705011
NZ_CP017704.1,prokaryote,0.00019393,3878.606925
NZ_CP017705.1,prokaryote,0.000146437,2928.738974
NZ_CP017706.1,prokaryote,5.52E-05,1103.947233
NZ_CP017707.1,prokaryote,4.69E-05,938.5277165
NZ_CP017711.1,prokaryote,1.15E-06,22.92699701
NZ_CP017713.1,prokaryote,4.71E-05,941.9790924
NZ_CP017715.1,prokaryote,6.50E-05,1300.182605
NZ_CP017716.1,prokaryote,1.90E-05,380.390929
NZ_CP017717.1,prokaryote,6.74E-05,1348.871658
NZ_CP017718.1,prokaryote,4.41E-05,881.9498045
NZ_CP017719.1,prokaryote,1.72E-06,34.39049552
NZ_CP017720.1,prokaryote,4.30E-06,85.91460709
NZ_CP017723.1,prokaryote,2.13E-06,42.52588156
NZ_CP017727.1,prokaryote,4.31E-06,86.28439737
NZ_CP017728.1,prokaryote,8.44E-07,16.8870892
NZ_CP017730.1,prokaryote,2.27E-06,45.48420376
NZ_CP017731.1,prokaryote,1.98E-06,39.69082279
NZ_CP017732.1,prokaryote,1.44E-06,28.72037798
NZ_CP017733.1,prokaryote,1.76E-06,35.2533395
