NCBI accession number,name of host,genus,family,order,class,phylum,domain
JLSY01,Mycobacterium tuberculosis TKK_04_0037,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSX01,Mycobacterium tuberculosis TKK_04_0029,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSW01,Mycobacterium tuberculosis TKK_04_0030,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSV01,Mycobacterium tuberculosis TKK_04_0031,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSU01,Mycobacterium tuberculosis TKK_04_0033,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSO01,Mycobacterium tuberculosis KT-0001,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXW01,Staphylococcus aureus M0110,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSN01,Mycobacterium tuberculosis KT-0002,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSM01,Mycobacterium tuberculosis KT-0003,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBXY01,Staphylococcus aureus M0112,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBXZ01,Staphylococcus aureus M0115,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSL01,Mycobacterium tuberculosis KT-0006,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSK01,Mycobacterium tuberculosis KT-0007,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYA01,Staphylococcus aureus M0116,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYB01,Staphylococcus aureus M0117,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSJ01,Mycobacterium tuberculosis KT-0008,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSI01,Mycobacterium tuberculosis KT-0011,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYC01,Staphylococcus aureus M0118,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYD01,Staphylococcus aureus M0119,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSH01,Mycobacterium tuberculosis KT-0014,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSG01,Mycobacterium tuberculosis KT-0015,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYE01,Staphylococcus aureus M0120,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYF01,Staphylococcus aureus M0122,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSF01,Mycobacterium tuberculosis KT-0016,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSE01,Mycobacterium tuberculosis KT-0017,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYH01,Staphylococcus aureus M0124,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSD01,Mycobacterium tuberculosis KT-0019,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSC01,Mycobacterium tuberculosis KT-0022,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYI01,Staphylococcus aureus M0125,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYJ01,Staphylococcus aureus M0127,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSA01,Mycobacterium tuberculosis KT-0024,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRZ01,Mycobacterium tuberculosis KT-0026,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYK01,Staphylococcus aureus M0128,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYL01,Staphylococcus aureus M0131,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRY01,Mycobacterium tuberculosis KT-0027,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRX01,Mycobacterium tuberculosis KT-0028,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYM01,Staphylococcus aureus M0132,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYN01,Staphylococcus aureus M0134,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRW01,Mycobacterium tuberculosis KT-0035,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRV01,Mycobacterium tuberculosis KT-0039,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYO01,Staphylococcus aureus M0135,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYP01,Staphylococcus aureus M0136,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRU01,Mycobacterium tuberculosis KT-0041,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRT01,Mycobacterium tuberculosis KT-0043,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYQ01,Staphylococcus aureus M0137,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYR01,Staphylococcus aureus M0138,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRR01,Mycobacterium tuberculosis KT-0047,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRQ01,Mycobacterium tuberculosis KT-0048,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYS01,Staphylococcus aureus M0141,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYT01,Staphylococcus aureus M0142,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRP01,Mycobacterium tuberculosis KT-0051,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRO01,Mycobacterium tuberculosis KT-0053,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYU01,Staphylococcus aureus M0143,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYV01,Staphylococcus aureus M0145,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRN01,Mycobacterium tuberculosis KT-0056,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRM01,Mycobacterium tuberculosis KT-0057,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYW01,Staphylococcus aureus M0146,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYX01,Staphylococcus aureus M0147,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRL01,Mycobacterium tuberculosis KT-0058,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRK01,Mycobacterium tuberculosis KT-0063,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBYY01,Staphylococcus aureus M0148,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBYZ01,Staphylococcus aureus M0149,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRJ01,Mycobacterium tuberculosis KT-0064,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRI01,Mycobacterium tuberculosis KT-0070,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZA01,Staphylococcus aureus M0153,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZB01,Staphylococcus aureus M0155,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRH01,Mycobacterium tuberculosis KT-0071,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRG01,Mycobacterium tuberculosis KT-0072,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZC01,Staphylococcus aureus M0156,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZD01,Staphylococcus aureus M0157,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRF01,Mycobacterium tuberculosis KT-0075,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRE01,Mycobacterium tuberculosis KT-0077,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZE01,Staphylococcus aureus M0159,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZF01,Staphylococcus aureus M0160,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRD01,Mycobacterium tuberculosis KT-0078,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLRB01,Mycobacterium tuberculosis KT-0080,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZG01,Staphylococcus aureus M0161,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZH01,Staphylococcus aureus M0162,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLRA01,Mycobacterium tuberculosis KT-0083,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQZ01,Mycobacterium tuberculosis KT-0084,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZI01,Staphylococcus aureus M0163,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZJ01,Staphylococcus aureus M0164,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQY01,Mycobacterium tuberculosis KT-0085,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQX01,Mycobacterium tuberculosis KT-0089,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZK01,Staphylococcus aureus M0165,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZL01,Staphylococcus aureus M0166,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQW01,Mycobacterium tuberculosis KT-0091,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQV01,Mycobacterium tuberculosis KT-0092,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZM01,Staphylococcus aureus M0168,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZN01,Staphylococcus aureus M0169,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQU01,Mycobacterium tuberculosis KT-0094,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQT01,Mycobacterium tuberculosis KT-0096,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZO01,Staphylococcus aureus M0170,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZP01,Staphylococcus aureus M0172,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQS01,Mycobacterium tuberculosis KT-0098,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQR01,Mycobacterium tuberculosis KT-0099,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZQ01,Staphylococcus aureus M0174,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZR01,Staphylococcus aureus M0175,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQQ01,Mycobacterium tuberculosis KT-0100,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQP01,Mycobacterium tuberculosis KT-0102,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZS01,Staphylococcus aureus M0178,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZT01,Staphylococcus aureus M0179,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQO01,Mycobacterium tuberculosis KT-0104,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQN01,Mycobacterium tuberculosis KT-0106,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZU01,Staphylococcus aureus M0181,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZV01,Staphylococcus aureus M0182,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQL01,Mycobacterium tuberculosis KT-0108,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQK01,Mycobacterium tuberculosis KT-0109,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZW01,Staphylococcus aureus M0183,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JBZX01,Staphylococcus aureus M0184,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQJ01,Mycobacterium tuberculosis KT-0110,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLST01,Mycobacterium tuberculosis SK-E,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JBZY01,Staphylococcus aureus M0185,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSS01,Mycobacterium tuberculosis SK-C,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLSQ01,Mycobacterium tuberculosis UG-C,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAA01,Staphylococcus aureus M0187,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAB01,Staphylococcus aureus M0188,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLSP01,Mycobacterium tuberculosis UG-D,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQI01,Mycobacterium tuberculosis UT0001,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAC01,Staphylococcus aureus M0191,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAD01,Staphylococcus aureus M0193,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQH01,Mycobacterium tuberculosis UT0002,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQG01,Mycobacterium tuberculosis UT0003,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAE01,Staphylococcus aureus M0194,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAF01,Staphylococcus aureus M0196,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQF01,Mycobacterium tuberculosis UT0004,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQE01,Mycobacterium tuberculosis UT0009,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAG01,Staphylococcus aureus M0198,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAH01,Staphylococcus aureus M0199,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQD01,Mycobacterium tuberculosis UT0015,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQC01,Mycobacterium tuberculosis UT0016,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAI01,Staphylococcus aureus M0201,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAJ01,Staphylococcus aureus M0202,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLQB01,Mycobacterium tuberculosis UT0020,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JLQA01,Mycobacterium tuberculosis UT0022,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAK01,Staphylococcus aureus M0203,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAM01,Staphylococcus aureus M0205,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JLPZ01,Mycobacterium tuberculosis UT0024,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUO01,Mycobacterium tuberculosis TB_RSA78,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAN01,Staphylococcus aureus M0207,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAO01,Staphylococcus aureus M0208,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUN01,Mycobacterium tuberculosis TB_RSA79,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUM01,Mycobacterium tuberculosis TB_RSA80,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAP01,Staphylococcus aureus M0209,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAQ01,Staphylococcus aureus M0211,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUL01,Mycobacterium tuberculosis TB_RSA81,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUK01,Mycobacterium tuberculosis TB_RSA82,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAR01,Staphylococcus aureus M0214,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAS01,Staphylococcus aureus M0215,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUJ01,Mycobacterium tuberculosis TB_RSA83,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUI01,Mycobacterium tuberculosis TB_RSA84,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAT01,Staphylococcus aureus M0218,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAU01,Staphylococcus aureus M0219,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUH01,Mycobacterium tuberculosis TB_RSA85,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUG01,Mycobacterium tuberculosis TB_RSA86,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAV01,Staphylococcus aureus M0220,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAW01,Staphylococcus aureus M0224,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUF01,Mycobacterium tuberculosis TB_RSA87,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUE01,Mycobacterium tuberculosis TB_RSA88,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAX01,Staphylococcus aureus M0225,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCAY01,Staphylococcus aureus M0226,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUD01,Mycobacterium tuberculosis TB_RSA89,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUC01,Mycobacterium tuberculosis TB_RSA90,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCAZ01,Staphylococcus aureus M0227,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCBA01,Staphylococcus aureus M0228,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKUB01,Mycobacterium tuberculosis TB_RSA91,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKUA01,Mycobacterium tuberculosis TB_RSA92,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCBH01,Staphylococcus aureus M0241,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCBP01,Staphylococcus aureus M0254,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKTZ01,Mycobacterium tuberculosis TB_RSA93,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JKTY01,Mycobacterium tuberculosis TB_RSA94,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCBQ01,Staphylococcus aureus M0255,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCBR01,Staphylococcus aureus M0256,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JKTW01,Mycobacterium tuberculosis TB_RSA96,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
JCBS01,Staphylococcus aureus M0258,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
JCBT01,Staphylococcus aureus M0262,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
