NCBI accession number,species,genus,family,order,class,phylum,domain
NZ_CP019185.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019184.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019183.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019198.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019181.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019178.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019177.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019164.1,Listeria monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP019165.1,Listeria monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP019167.1,Listeria monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP019170.1,Listeria monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP019219.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP015382.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP015385.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP015392.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019172.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019196.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019179.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
CP019194.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LT706985.1,Propionimicrobium sp. Marseille-P3275,Propionimicrobium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_LT671418.1,Herminiimonas arsenitoxidans,Herminiimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP016359.1,Gramella flava,Gramella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NZ_CP017996.1,Lactobacillus crustorum,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP013936.1,Weissella cibaria,Weissella,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP013934.1,Weissella cibaria,Weissella,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP007188.1,Campylobacter jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_CP007189.1,Campylobacter jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_CP007190.1,Campylobacter jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_CP007191.1,Campylobacter jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_CP007192.1,Campylobacter jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_CP007193.1,Campylobacter jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_CP019285.1,Halobiforma lacisalsi,Halobiforma,Natrialbaceae,Natrialbales,Halobacteria,Euryarchaeota,Archaea
NZ_CP018913.1,Rickettsia rickettsii,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP018914.1,Rickettsia rickettsii,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP015780.1,Borrelia mayonii,Borreliella,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
LT699704.1,Staphylococcus aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP009251.1,Corynebacterium stationis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP009244.1,Corynebacterium ammoniagenes,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP009245.1,Corynebacterium aquilae,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP009246.1,Corynebacterium flavescens,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP009247.1,Corynebacterium frankenforstense,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP009248.1,Corynebacterium sphenisci,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP009471.1,Marinitoga sp. 1137,Marinitoga,NA,Petrotogales,Thermotogae,Thermotogae,Bacteria
NZ_CP009249.1,Corynebacterium phocae,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP016076.1,Actinoalloteichus sp. ADI127-7,Actinoalloteichus,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP019041.1,Acinetobacter junii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019038.1,Massilia putida,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP016162.1,Pseudomonas alcaliphila,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP016077.1,Actinoalloteichus sp. GBA129-24,Actinoalloteichus,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP007223.1,Thermosipho sp. 1063,Thermosipho,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria
NZ_CP007389.1,Thermosipho melanesiensis,Thermosipho,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogae,Bacteria
NZ_CP015172.1,Cellulophaga lytica,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NZ_CP019162.1,Pseudoalteromonas sp. 13-15,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019163.1,Pseudoalteromonas sp. 13-15,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019030.1,Lactobacillus fermentum,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_LT703505.1,Mycobacterium chimaera,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP017299.1,Rhodococcus sp. YL-1,Rhodococcus,Nocardiaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP018870.1,Streptomyces sp. TN58,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP018933.1,Bacillus cereus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018931.1,Bacillus cereus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018935.1,Bacillus cereus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP013742.1,Legionella pneumophila,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019034.1,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP008925.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP019113.1,Enterobacter sp. SA187,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP015583.1,Roseomonas gilardii,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP015584.1,Roseomonas gilardii,Roseomonas,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP015607.1,Bacillus safensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP015610.1,Bacillus safensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP015611.1,Bacillus safensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP016972.1,Mycobacterium tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP015367.1,Methylobacterium phyllosphaerae,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP018809.1,Lactobacillus jensenii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018888.1,Lactobacillus amylophilus,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_LT700188.1,Negativicoccus massiliensis,Negativicoccus,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria
NZ_LT700187.1,Christensenella massiliensis,Christensenella,Christensenellaceae,Clostridiales,Clostridia,Firmicutes,Bacteria
NZ_CP015796.1,Borrelia mayonii,Borreliella,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NZ_CP018912.1,Flavobacterium columnare,Flavobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NZ_CP018842.1,Staphylococcus epidermidis,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
CP018841.1,Staphylococcus phage HOB 14.1.R1,NA,NA,NA,NA,NA,Viruses
NZ_CP018363.1,Mycobacterium avium,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP018175.1,Corynebacterium glutamicum,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP018900.1,Campylobacter coli,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
NZ_HG738868.1,Serratia marcescens,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018908.1,Streptococcus suis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018903.1,Bacillus anthracis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP015134.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP017631.1,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
CP016211.1,Minicystis rosea,Minicystis,NA,Myxococcales,Deltaproteobacteria,Proteobacteria,Bacteria
NZ_CP014839.1,Pandoraea thiooxydans,Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP014332.1,Weissella jogaejeotgali,Weissella,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP012872.1,Salegentibacter sp. T436,Salegentibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NZ_CP013726.1,Weissella cibaria,Weissella,Leuconostocaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP009769.1,Pectobacterium carotovorum,Pectobacterium,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013757.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013762.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013768.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013773.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013778.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013781.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013786.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013791.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP010833.1,Streptomyces sp. Tue 6075,Streptomyces,Streptomycetaceae,Streptomycetales,Actinobacteria,Actinobacteria,Bacteria
CP017665.1,Citrobacter koseri,Citrobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013796.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013801.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013806.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013811.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013821.1,Piscirickettsia salmonis,Piscirickettsia,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013908.1,Streptococcus agalactiae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP016406.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP016408.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP016410.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP016412.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018801.1,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LT596221.1,Yersinia pseudotuberculosis,Yersinia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LT615378.1,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_LT615377.1,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018871.1,Acinetobacter haemolyticus,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013704.1,Borrelia anserina,Borrelia,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NZ_CP017810.1,Thalassolituus oleivorans,Thalassolituus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018796.1,Lactobacillus parabuchneri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018839.1,Thauera chlorobenzoica,Thauera,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP018820.1,Sphingomonas koreensis,Sphingomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP018811.1,Paraburkholderia sp. SOS3,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP018812.1,Paraburkholderia sp. SOS3,Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
NZ_CP018776.1,Staphylococcus condimenti,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018763.1,Pediococcus acidilactici,Pediococcus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018150.1,Coxiella burnetii,Coxiella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP011420.1,Paenibacillus polymyxa,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018814.1,Enterobacter cloacae,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018200.1,Bacillus amyloliquefaciens,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018847.1,Xanthomonas citri,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018854.1,Xanthomonas citri,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018850.1,Xanthomonas citri,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018858.1,Xanthomonas citri,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018778.1,Mycobacterium tuberculosis,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP017291.1,Corynebacterium pseudotuberculosis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP017292.1,Corynebacterium pseudotuberculosis,Corynebacterium,Corynebacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,Bacteria
NZ_CP016295.1,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP016298.1,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP016300.1,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018816.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013685.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013702.1,Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018758.1,Pseudomonas psychrotolerans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018744.1,Borreliella garinii,Borreliella,Borreliaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria
NZ_CP018760.1,Maribacter sp. T28,Maribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
NZ_CP017007.1,Pseudomonas syringae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP017009.1,Pseudomonas syringae,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018685.1,Listeria monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018735.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018620.1,Paenibacillus xylanexedens,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018725.1,Xanthomonas vesicatoria,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018731.1,Xanthomonas gardneri,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018572.1,Marivivens sp. JLT3646,Marivivens,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP018475.1,Xanthomonas perforans,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018470.1,Xanthomonas vesicatoria,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018728.1,Xanthomonas gardneri,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP017101.1,Rhizobium gallicum,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP018467.1,Xanthomonas euvesicatoria,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018680.2,Vibrio harveyi,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP018681.2,Vibrio harveyi,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP013127.1,Bradyrhizobium diazoefficiens,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP017241.1,Rhizobium etli,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,Bacteria
NZ_CP018614.1,Lactobacillus delbrueckii,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018574.1,Bacillus pumilus,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018324.1,Lactobacillus plantarum,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018677.1,Acinetobacter baumannii,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,Bacteria
NZ_CP016213.1,Listeria monocytogenes,Listeria,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
NZ_CP018671.1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
